name,url,country,lastrevid
Zhagda Babalykov,https://en.wikipedia.org/wiki/Zhagda_Babalykov,Kazakhstan,1210320561.0
Ahmed Abass,https://en.wikipedia.org/wiki/Ahmed_Abass,Kenya,1246061443.0
Abdilatif Abdalla,https://en.wikipedia.org/wiki/Abdilatif_Abdalla,Kenya,1241910337.0
Mohamed Huka Adan,https://en.wikipedia.org/wiki/Mohamed_Huka_Adan,Kenya,1246061448.0
Abdikadir Aden,https://en.wikipedia.org/wiki/Abdikadir_Aden,Kenya,1246061449.0
Abdikadir Ore Ahmed,https://en.wikipedia.org/wiki/Abdikadir_Ore_Ahmed,Kenya,1246061451.0
Roslyne Akombe,https://en.wikipedia.org/wiki/Roslyne_Akombe,Kenya,1216381889.0
Dennis Akumu,https://en.wikipedia.org/wiki/Dennis_Akumu,Kenya,1105779636.0
Ali Sharif Athman,https://en.wikipedia.org/wiki/Ali_Sharif_Athman,Kenya,1246061479.0
Francis Atwoli,https://en.wikipedia.org/wiki/Francis_Atwoli,Kenya,1246791873.0
Deborah Mlongo Barasa,https://en.wikipedia.org/wiki/Deborah_Mlongo_Barasa,Kenya,1246508330.0
James Beauttah,https://en.wikipedia.org/wiki/James_Beauttah,Kenya,1183288122.0
Willy Bett,https://en.wikipedia.org/wiki/Willy_Bett,Kenya,1236248215.0
Rashid Bezimba,https://en.wikipedia.org/wiki/Rashid_Bezimba,Kenya,1246061508.0
Simon Chelugui,https://en.wikipedia.org/wiki/Simon_Chelugui,Kenya,1242725015.0
Reuben Chesire,https://en.wikipedia.org/wiki/Reuben_Chesire,Kenya,1246061536.0
Davis Chirchir,https://en.wikipedia.org/wiki/Davis_Chirchir,Kenya,1242849928.0
Abdullahi Amina Dika,https://en.wikipedia.org/wiki/Abdullahi_Amina_Dika,Kenya,1204147143.0
Hassan Dukicha,https://en.wikipedia.org/wiki/Hassan_Dukicha,Kenya,1246061554.0
Joyce Emanikor,https://en.wikipedia.org/wiki/Joyce_Emanikor,Kenya,1078977025.0
Erick Mutai,https://en.wikipedia.org/wiki/Erick_Mutai,Kenya,1162972455.0
Abdulaziz Farah,https://en.wikipedia.org/wiki/Abdulaziz_Farah,Kenya,1246061568.0
Francis Kimemia,https://en.wikipedia.org/wiki/Francis_Kimemia,Kenya,1195335279.0
Joseph Hellon,https://en.wikipedia.org/wiki/Joseph_Hellon,Kenya,1214516423.0
Ibrahim Ali Hussein,https://en.wikipedia.org/wiki/Ibrahim_Ali_Hussein,Kenya,1236139483.0
Polycarp Igathe,https://en.wikipedia.org/wiki/Polycarp_Igathe,Kenya,1196134416.0
Mutea Iringo,https://en.wikipedia.org/wiki/Mutea_Iringo,Kenya,1098123156.0
Gitonga Kabugi,https://en.wikipedia.org/wiki/Gitonga_Kabugi,Kenya,1230055387.0
Muriithi Kagai,https://en.wikipedia.org/wiki/Muriithi_Kagai,Kenya,1126791350.0
Gerald Nathaniel Kalya,https://en.wikipedia.org/wiki/Gerald_Nathaniel_Kalya,Kenya,1177427366.0
Kingwa Kamencu,https://en.wikipedia.org/wiki/Kingwa_Kamencu,Kenya,1158538555.0
William Kamoti,https://en.wikipedia.org/wiki/William_Kamoti,Kenya,1246061703.0
Ukur Yatani Kanacho,https://en.wikipedia.org/wiki/Ukur_Yatani_Kanacho,Kenya,1246448259.0
Irungu Kang'ata,https://en.wikipedia.org/wiki/Irungu_Kang'ata,Kenya,1236683996.0
Phares Oluoch Kanindo,https://en.wikipedia.org/wiki/Phares_Oluoch_Kanindo,Kenya,1163303303.0
Daniel Karaba,https://en.wikipedia.org/wiki/Daniel_Karaba,Kenya,1231413918.0
David Karithi,https://en.wikipedia.org/wiki/David_Karithi,Kenya,1246061725.0
Alfred Kiprato Kerich,https://en.wikipedia.org/wiki/Alfred_Kiprato_Kerich,Kenya,1250433759.0
Eric Edward Khasakhala,https://en.wikipedia.org/wiki/Eric_Edward_Khasakhala,Kenya,1135112440.0
Crispus Makau Kiamba,https://en.wikipedia.org/wiki/Crispus_Makau_Kiamba,Kenya,1194993707.0
Kennedy Kiliku,https://en.wikipedia.org/wiki/Kennedy_Kiliku,Kenya,1066949136.0
Death of Mutula Kilonzo,https://en.wikipedia.org/wiki/Death_of_Mutula_Kilonzo,Kenya,1184861542.0
Kithure Kindiki,https://en.wikipedia.org/wiki/Kithure_Kindiki,Kenya,1246512360.0
Hosea Kiplagat,https://en.wikipedia.org/wiki/Hosea_Kiplagat,Kenya,1100826472.0
Kiptarus Arap Kirior,https://en.wikipedia.org/wiki/Kiptarus_Arap_Kirior,Kenya,1102384062.0
Bernard Kitungi,https://en.wikipedia.org/wiki/Bernard_Kitungi,Kenya,1246061815.0
Samuel Kivuitu,https://en.wikipedia.org/wiki/Samuel_Kivuitu,Kenya,1236659237.0
Harrison Kombe,https://en.wikipedia.org/wiki/Harrison_Kombe,Kenya,1246061835.0
Willy Komen (politician),https://en.wikipedia.org/wiki/Willy_Komen_(politician),Kenya,1109584326.0
Nixon Kiprotich Korir,https://en.wikipedia.org/wiki/Nixon_Kiprotich_Korir,Kenya,1235201670.0
Kipsengeret Koros,https://en.wikipedia.org/wiki/Kipsengeret_Koros,Kenya,1096575212.0
Davidson Ngibuini Kuguru,https://en.wikipedia.org/wiki/Davidson_Ngibuini_Kuguru,Kenya,719237570.0
Chelule Liza,https://en.wikipedia.org/wiki/Chelule_Liza,Kenya,1246061231.0
Mark Lomunokol,https://en.wikipedia.org/wiki/Mark_Lomunokol,Kenya,1150187649.0
Augustine Lotodo,https://en.wikipedia.org/wiki/Augustine_Lotodo,Kenya,1246080777.0
Francis Polisi Loile Lotodo,https://en.wikipedia.org/wiki/Francis_Polisi_Loile_Lotodo,Kenya,1246061901.0
Ciokaraine M'Barungu,https://en.wikipedia.org/wiki/Ciokaraine_M'Barungu,Kenya,1193550529.0
Cleopa Kilonzo Mailu,https://en.wikipedia.org/wiki/Cleopa_Kilonzo_Mailu,Kenya,1153745409.0
Betty Maina,https://en.wikipedia.org/wiki/Betty_Maina,Kenya,1181754924.0
Richard Makenga,https://en.wikipedia.org/wiki/Richard_Makenga,Kenya,1208543374.0
Maurice S. Makhanu,https://en.wikipedia.org/wiki/Maurice_S._Makhanu,Kenya,1144498570.0
Marere wa Mwachai,https://en.wikipedia.org/wiki/Marere_wa_Mwachai,Kenya,1246064219.0
Sylvanus Maritim,https://en.wikipedia.org/wiki/Sylvanus_Maritim,Kenya,1246061235.0
Kinuthia Mbugua,https://en.wikipedia.org/wiki/Kinuthia_Mbugua,Kenya,1244078213.0
Julius Kibiwott Melly,https://en.wikipedia.org/wiki/Julius_Kibiwott_Melly,Kenya,1240333323.0
Jones Mlolwa,https://en.wikipedia.org/wiki/Jones_Mlolwa,Kenya,1246061969.0
Abass Sheikh Mohamed,https://en.wikipedia.org/wiki/Abass_Sheikh_Mohamed,Kenya,1246061978.0
John Muchiri,https://en.wikipedia.org/wiki/John_Muchiri,Kenya,1246061999.0
Kibiwott Munge,https://en.wikipedia.org/wiki/Kibiwott_Munge,Kenya,1088262691.0
Kinuthia Murugu,https://en.wikipedia.org/wiki/Kinuthia_Murugu,Kenya,1194326055.0
Kathuri Murungi,https://en.wikipedia.org/wiki/Kathuri_Murungi,Kenya,1246062159.0
Salid Mustafa,https://en.wikipedia.org/wiki/Salid_Mustafa,Kenya,1246062168.0
Amram Musungu,https://en.wikipedia.org/wiki/Amram_Musungu,Kenya,1124729923.0
Chelagat Mutai,https://en.wikipedia.org/wiki/Chelagat_Mutai,Kenya,1248823634.0
Joe Mutambu,https://en.wikipedia.org/wiki/Joe_Mutambu,Kenya,1246062175.0
Francis Muthaura,https://en.wikipedia.org/wiki/Francis_Muthaura,Kenya,1136321695.0
Florence Mutua,https://en.wikipedia.org/wiki/Florence_Mutua,Kenya,1223318034.0
Dan Muzee,https://en.wikipedia.org/wiki/Dan_Muzee,Kenya,1246062192.0
Andrew Mwadime,https://en.wikipedia.org/wiki/Andrew_Mwadime,Kenya,1246062201.0
Kassim Mwamzandi,https://en.wikipedia.org/wiki/Kassim_Mwamzandi,Kenya,1250441847.0
John Mwaniki,https://en.wikipedia.org/wiki/John_Mwaniki,Kenya,1241558959.0
Hassan Mwanyoha,https://en.wikipedia.org/wiki/Hassan_Mwanyoha,Kenya,1246062218.0
Jacinta Mwatela,https://en.wikipedia.org/wiki/Jacinta_Mwatela,Kenya,1144206134.0
John Harun Mwau,https://en.wikipedia.org/wiki/John_Harun_Mwau,Kenya,1186390542.0
Gunga Mwinga,https://en.wikipedia.org/wiki/Gunga_Mwinga,Kenya,1200040003.0
Gideon Mwiti,https://en.wikipedia.org/wiki/Gideon_Mwiti,Kenya,1178760998.0
Susan Nakhumicha Wafula,https://en.wikipedia.org/wiki/Susan_Nakhumicha_Wafula,Kenya,1246062254.0
Tiras Nyingi Ngahu,https://en.wikipedia.org/wiki/Tiras_Nyingi_Ngahu,Kenya,1196232480.0
Onesmas Ngunjiri,https://en.wikipedia.org/wiki/Onesmas_Ngunjiri,Kenya,1246061256.0
Muriuki Njagagua,https://en.wikipedia.org/wiki/Muriuki_Njagagua,Kenya,1246062297.0
Gitau wa Njenga,https://en.wikipedia.org/wiki/Gitau_wa_Njenga,Kenya,1246274026.0
James Njiru,https://en.wikipedia.org/wiki/James_Njiru,Kenya,1099165153.0
Sophia Abdi Noor,https://en.wikipedia.org/wiki/Sophia_Abdi_Noor,Kenya,1142425714.0
Adan Nooru,https://en.wikipedia.org/wiki/Adan_Nooru,Kenya,1246062311.0
Stanley Nyagah,https://en.wikipedia.org/wiki/Stanley_Nyagah,Kenya,1200647898.0
Winnie Odinga,https://en.wikipedia.org/wiki/Winnie_Odinga,Kenya,1218536702.0
Ahmed Abdi Ogle,https://en.wikipedia.org/wiki/Ahmed_Abdi_Ogle,Kenya,1231599786.0
Moses ole Sakuda,https://en.wikipedia.org/wiki/Moses_ole_Sakuda,Kenya,1248810515.0
William Odongo Omamo,https://en.wikipedia.org/wiki/William_Odongo_Omamo,Kenya,1216249052.0
Elijah Omolo Agar,https://en.wikipedia.org/wiki/Elijah_Omolo_Agar,Kenya,999136727.0
Ruth Oniang'o,https://en.wikipedia.org/wiki/Ruth_Oniang'o,Kenya,1234809644.0
Gloria Orwoba,https://en.wikipedia.org/wiki/Gloria_Orwoba,Kenya,1245954425.0
John Owino,https://en.wikipedia.org/wiki/John_Owino,Kenya,1246061278.0
Gonzi Rai,https://en.wikipedia.org/wiki/Gonzi_Rai,Kenya,1246062448.0
Ali Roba,https://en.wikipedia.org/wiki/Ali_Roba,Kenya,1246310480.0
Wesley K. Rono,https://en.wikipedia.org/wiki/Wesley_K._Rono,Kenya,1177252018.0
Ruweida Obo,https://en.wikipedia.org/wiki/Ruweida_Obo,Kenya,1147726394.0
Ibrahim Sane,https://en.wikipedia.org/wiki/Ibrahim_Sane,Kenya,1246062464.0
Ibrahim A. Saney,https://en.wikipedia.org/wiki/Ibrahim_A._Saney,Kenya,1231599424.0
Kimaiyo Sego,https://en.wikipedia.org/wiki/Kimaiyo_Sego,Kenya,1095169588.0
Cornelly Serem,https://en.wikipedia.org/wiki/Cornelly_Serem,Kenya,1246061286.0
Peter Safari Shehe,https://en.wikipedia.org/wiki/Peter_Safari_Shehe,Kenya,1246062468.0
Mohamed Shidiye,https://en.wikipedia.org/wiki/Mohamed_Shidiye,Kenya,1246062471.0
Elias Shill,https://en.wikipedia.org/wiki/Elias_Shill,Kenya,1246062483.0
Lawrence Sifuna,https://en.wikipedia.org/wiki/Lawrence_Sifuna,Kenya,1246062499.0
Elijah K. Sumbeiywo,https://en.wikipedia.org/wiki/Elijah_K._Sumbeiywo,Kenya,1177306319.0
Quincy Timberlake,https://en.wikipedia.org/wiki/Quincy_Timberlake,Kenya,1213643747.0
Lilian Tomitom,https://en.wikipedia.org/wiki/Lilian_Tomitom,Kenya,1022602552.0
Tecla Tum,https://en.wikipedia.org/wiki/Tecla_Tum,Kenya,1138169422.0
Badi Twalib,https://en.wikipedia.org/wiki/Badi_Twalib,Kenya,1246062537.0
Benedict Wachira,https://en.wikipedia.org/wiki/Benedict_Wachira,Kenya,1099442981.0
Machel Waikenda,https://en.wikipedia.org/wiki/Machel_Waikenda,Kenya,1235702914.0
Nzioka Waita,https://en.wikipedia.org/wiki/Nzioka_Waita,Kenya,1244706167.0
George Wajackoyah,https://en.wikipedia.org/wiki/George_Wajackoyah,Kenya,1239031575.0
Ali Wario,https://en.wikipedia.org/wiki/Ali_Wario,Kenya,1246062575.0
Hassan Wario,https://en.wikipedia.org/wiki/Hassan_Wario,Kenya,1197023736.0
Bak Gyusu,https://en.wikipedia.org/wiki/Bak_Gyusu,Korean,1244258893.0
Bak Jeongyang,https://en.wikipedia.org/wiki/Bak_Jeongyang,Korean,1216448631.0
Bak Jungyang,https://en.wikipedia.org/wiki/Bak_Jungyang,Korean,1215565447.0
Ch'oe Yun-ŭi,https://en.wikipedia.org/wiki/Ch'oe_Yun-ŭi,Korean,1239752421.0
Chang Deok-soo,https://en.wikipedia.org/wiki/Chang_Deok-soo,Korean,1246421102.0
Cho Bong-am,https://en.wikipedia.org/wiki/Cho_Bong-am,Korean,1237939869.0
Cho Man-sik,https://en.wikipedia.org/wiki/Cho_Man-sik,Korean,1246094438.0
Choe Bu,https://en.wikipedia.org/wiki/Choe_Bu,Korean,1234039413.0
Chough Pyung-ok,https://en.wikipedia.org/wiki/Chough_Pyung-ok,Korean,1224281495.0
Chung Chil-sung,https://en.wikipedia.org/wiki/Chung_Chil-sung,Korean,1237939888.0
Gwon Sang-ha,https://en.wikipedia.org/wiki/Gwon_Sang-ha,Korean,1232027954.0
Han Eum,https://en.wikipedia.org/wiki/Han_Eum,Korean,1212062331.0
Heo Jeok,https://en.wikipedia.org/wiki/Heo_Jeok,Korean,1215575871.0
Hong Jung-wook,https://en.wikipedia.org/wiki/Hong_Jung-wook,Korean,1195410190.0
Hong U-won,https://en.wikipedia.org/wiki/Hong_U-won,Korean,1241409308.0
Hwang Gi-cheon,https://en.wikipedia.org/wiki/Hwang_Gi-cheon,Korean,1238546109.0
Isabu,https://en.wikipedia.org/wiki/Isabu,Korean,1216464829.0
Jang Hyeongwang,https://en.wikipedia.org/wiki/Jang_Hyeongwang,Korean,1248682543.0
Jeong Nan-jeong,https://en.wikipedia.org/wiki/Jeong_Nan-jeong,Korean,1249808902.0
Sunwoo Jin,https://en.wikipedia.org/wiki/Sunwoo_Jin,Korean,1242440990.0
Kim Pu-sik,https://en.wikipedia.org/wiki/Kim_Pu-sik,Korean,1239752440.0
Kim Dae-mun,https://en.wikipedia.org/wiki/Kim_Dae-mun,Korean,1235288437.0
Kim Kyu-sik,https://en.wikipedia.org/wiki/Kim_Kyu-sik,Korean,1251051810.0
Kim Ok-gyun,https://en.wikipedia.org/wiki/Kim_Ok-gyun,Korean,1239771684.0
Lee Hoe-yeong,https://en.wikipedia.org/wiki/Lee_Hoe-yeong,Korean,1242441409.0
Lim Heon-yong,https://en.wikipedia.org/wiki/Lim_Heon-yong,Korean,1242279237.0
Min Won-sik,https://en.wikipedia.org/wiki/Min_Won-sik,Korean,1251047434.0
Myeongnim Dap-bu,https://en.wikipedia.org/wiki/Myeongnim_Dap-bu,Korean,1240719659.0
No Baek-rin,https://en.wikipedia.org/wiki/No_Baek-rin,Korean,1242441444.0
No Choe,https://en.wikipedia.org/wiki/No_Choe,Korean,1119397236.0
No In,https://en.wikipedia.org/wiki/No_In,Korean,1119414564.0
Oh Se-jung,https://en.wikipedia.org/wiki/Oh_Se-jung,Korean,1247179116.0
Ok Kwan-bin,https://en.wikipedia.org/wiki/Ok_Kwan-bin,Korean,1220281318.0
Park Eun-sik,https://en.wikipedia.org/wiki/Park_Eun-sik,Korean,1243516247.0
Park Won-jong,https://en.wikipedia.org/wiki/Park_Won-jong,Korean,1250973594.0
Sam of Gojoseon,https://en.wikipedia.org/wiki/Sam_of_Gojoseon,Korean,1225710590.0
Seo Yu-gu,https://en.wikipedia.org/wiki/Seo_Yu-gu,Korean,1215627737.0
Shim Soon-taek,https://en.wikipedia.org/wiki/Shim_Soon-taek,Korean,1222697546.0
Shin Gyu-sik,https://en.wikipedia.org/wiki/Shin_Gyu-sik,Korean,1248398902.0
Song Ikpil,https://en.wikipedia.org/wiki/Song_Ikpil,Korean,1215802134.0
Song In,https://en.wikipedia.org/wiki/Song_In,Korean,1232308072.0
Song Jin-woo (journalist),https://en.wikipedia.org/wiki/Song_Jin-woo_(journalist),Korean,1246421721.0
Yeom Dong-jin,https://en.wikipedia.org/wiki/Yeom_Dong-jin,Korean,1242680105.0
Yeon Namsan,https://en.wikipedia.org/wiki/Yeon_Namsan,Korean,1244728690.0
Yi Cha-gyŏm,https://en.wikipedia.org/wiki/Yi_Cha-gyŏm,Korean,1239740263.0
Yi Che-hyŏn,https://en.wikipedia.org/wiki/Yi_Che-hyŏn,Korean,1221170687.0
Yi Dong-hwi,https://en.wikipedia.org/wiki/Yi_Dong-hwi,Korean,1239842012.0
Yi Ryang,https://en.wikipedia.org/wiki/Yi_Ryang,Korean,1235740706.0
Yu Kil-chun,https://en.wikipedia.org/wiki/Yu_Kil-chun,Korean,1239239665.0
Yu Sun-jeong,https://en.wikipedia.org/wiki/Yu_Sun-jeong,Korean,1240874224.0
Yun Chi-oh,https://en.wikipedia.org/wiki/Yun_Chi-oh,Korean,1214785675.0
Yun Chi-wang,https://en.wikipedia.org/wiki/Yun_Chi-wang,Korean,1239239673.0
Yun Du-su,https://en.wikipedia.org/wiki/Yun_Du-su,Korean,1230622850.0
Yun Ung-nyeol,https://en.wikipedia.org/wiki/Yun_Ung-nyeol,Korean,1222697588.0
Yun Won-hyeong,https://en.wikipedia.org/wiki/Yun_Won-hyeong,Korean,1235521344.0
Yun Yeong-ryeol,https://en.wikipedia.org/wiki/Yun_Yeong-ryeol,Korean,1215815837.0
Ali Aliu,https://en.wikipedia.org/wiki/Ali_Aliu,Kosovo,1225505087.0
Hamza Balje,https://en.wikipedia.org/wiki/Hamza_Balje,Kosovo,1231602011.0
Nikollë Bojaxhiu,https://en.wikipedia.org/wiki/Nikollë_Bojaxhiu,Kosovo,1242533891.0
Bekim Çollaku,https://en.wikipedia.org/wiki/Bekim_Çollaku,Kosovo,1237198613.0
Veli Deva,https://en.wikipedia.org/wiki/Veli_Deva,Kosovo,1214281233.0
Bajram Gecaj,https://en.wikipedia.org/wiki/Bajram_Gecaj,Kosovo,1085013172.0
Mulla Idriz Gjilani,https://en.wikipedia.org/wiki/Mulla_Idriz_Gjilani,Kosovo,1250318723.0
Bajram Hasani,https://en.wikipedia.org/wiki/Bajram_Hasani,Kosovo,1215647320.0
Adem Hodža,https://en.wikipedia.org/wiki/Adem_Hodža,Kosovo,1244603844.0
Adrijana Hodžić,https://en.wikipedia.org/wiki/Adrijana_Hodžić,Kosovo,1241300455.0
Oliver Ivanović,https://en.wikipedia.org/wiki/Oliver_Ivanović,Kosovo,1250190967.0
Ragip Jashari,https://en.wikipedia.org/wiki/Ragip_Jashari,Kosovo,1249715855.0
Jusuf Baftjari,https://en.wikipedia.org/wiki/Jusuf_Baftjari,Kosovo,1250327734.0
Getoar Mjeku,https://en.wikipedia.org/wiki/Getoar_Mjeku,Kosovo,1249392899.0
Rrahman Morina,https://en.wikipedia.org/wiki/Rrahman_Morina,Kosovo,1250857241.0
Armend Muja,https://en.wikipedia.org/wiki/Armend_Muja,Kosovo,1241838665.0
Hasan Prishtina,https://en.wikipedia.org/wiki/Hasan_Prishtina,Kosovo,1238616065.0
Gazmend Pula,https://en.wikipedia.org/wiki/Gazmend_Pula,Kosovo,1220586705.0
Goran Rakić,https://en.wikipedia.org/wiki/Goran_Rakić,Kosovo,1250189215.0
Nenad Rašić,https://en.wikipedia.org/wiki/Nenad_Rašić,Kosovo,1245428679.0
Selim Selimi,https://en.wikipedia.org/wiki/Selim_Selimi,Kosovo,1246309464.0
Igor Simić,https://en.wikipedia.org/wiki/Igor_Simić,Kosovo,1222149894.0
Rexhai Surroi,https://en.wikipedia.org/wiki/Rexhai_Surroi,Kosovo,1233858294.0
Rada Trajković,https://en.wikipedia.org/wiki/Rada_Trajković,Kosovo,1177424397.0
Cvetko Veljković,https://en.wikipedia.org/wiki/Cvetko_Veljković,Kosovo,1133928574.0
Visar Ymeri,https://en.wikipedia.org/wiki/Visar_Ymeri,Kosovo,1248230838.0
Abdulghaphor Hajjieh,https://en.wikipedia.org/wiki/Abdulghaphor_Hajjieh,Kuwait,1177241162.0
Ahmad Abdulwahab Al-Awadhi,https://en.wikipedia.org/wiki/Ahmad_Abdulwahab_Al-Awadhi,Kuwait,1229181962.0
Ahmad Nasser Al-Mohammad Al-Sabah,https://en.wikipedia.org/wiki/Ahmad_Nasser_Al-Mohammad_Al-Sabah,Kuwait,1245794305.0
Mubarak Abdullah Al-Ahmad Al-Sabah,https://en.wikipedia.org/wiki/Mubarak_Abdullah_Al-Ahmad_Al-Sabah,Kuwait,1223966401.0
Abdul Wahab Al-Nafisi,https://en.wikipedia.org/wiki/Abdul_Wahab_Al-Nafisi,Kuwait,1228860900.0
Alaa Hussein Ali,https://en.wikipedia.org/wiki/Alaa_Hussein_Ali,Kuwait,1236785010.0
Ali Hussain Al-Awadhi,https://en.wikipedia.org/wiki/Ali_Hussain_Al-Awadhi,Kuwait,1226320762.0
Saad Bin Tefla,https://en.wikipedia.org/wiki/Saad_Bin_Tefla,Kuwait,1248516489.0
Haitham al-Ghais,https://en.wikipedia.org/wiki/Haitham_al-Ghais,Kuwait,1242150119.0
Ali Mohammed Thunayan Al-Ghanim,https://en.wikipedia.org/wiki/Ali_Mohammed_Thunayan_Al-Ghanim,Kuwait,1228803753.0
Hamad Al-Midlij,https://en.wikipedia.org/wiki/Hamad_Al-Midlij,Kuwait,1245823231.0
Ibrahim Al-Mudhaf,https://en.wikipedia.org/wiki/Ibrahim_Al-Mudhaf,Kuwait,1160127010.0
Abdullah Al-Nibari,https://en.wikipedia.org/wiki/Abdullah_Al-Nibari,Kuwait,1096143240.0
Obaid Al-Wasmi,https://en.wikipedia.org/wiki/Obaid_Al-Wasmi,Kuwait,1226748080.0
Salem Al-Ali Al-Sabah,https://en.wikipedia.org/wiki/Salem_Al-Ali_Al-Sabah,Kuwait,1241175409.0
Thamer Ali Sabah Al-Salem Al-Sabah,https://en.wikipedia.org/wiki/Thamer_Ali_Sabah_Al-Salem_Al-Sabah,Kuwait,1210778715.0
Mubarak Al-Zwair,https://en.wikipedia.org/wiki/Mubarak_Al-Zwair,Kuwait,1223430952.0
Arstanbek Abdyldayev,https://en.wikipedia.org/wiki/Arstanbek_Abdyldayev,Kyrgyzstan,1220308001.0
Akbaraly Aitikeev,https://en.wikipedia.org/wiki/Akbaraly_Aitikeev,Kyrgyzstan,1015639087.0
Bermet Akayeva,https://en.wikipedia.org/wiki/Bermet_Akayeva,Kyrgyzstan,1158549938.0
Maxim Bakiyev,https://en.wikipedia.org/wiki/Maxim_Bakiyev,Kyrgyzstan,1223543314.0
Janish Bakiyev,https://en.wikipedia.org/wiki/Janish_Bakiyev,Kyrgyzstan,1231600218.0
Uran Botobekov,https://en.wikipedia.org/wiki/Uran_Botobekov,Kyrgyzstan,1233612438.0
Torokul Dzhanuzakov,https://en.wikipedia.org/wiki/Torokul_Dzhanuzakov,Kyrgyzstan,1242155530.0
Bayaman Erkinbayev,https://en.wikipedia.org/wiki/Bayaman_Erkinbayev,Kyrgyzstan,1249803041.0
Kanybek Isakov,https://en.wikipedia.org/wiki/Kanybek_Isakov,Kyrgyzstan,1180502535.0
Kadyrbek Atambaev,https://en.wikipedia.org/wiki/Kadyrbek_Atambaev,Kyrgyzstan,1248418462.0
Raimbek Matraimov,https://en.wikipedia.org/wiki/Raimbek_Matraimov,Kyrgyzstan,1200629815.0
Nurlan Motuev,https://en.wikipedia.org/wiki/Nurlan_Motuev,Kyrgyzstan,1161320437.0
Jengishbek Nazaraliev,https://en.wikipedia.org/wiki/Jengishbek_Nazaraliev,Kyrgyzstan,1175936809.0
Kanat Sadykov,https://en.wikipedia.org/wiki/Kanat_Sadykov,Kyrgyzstan,1183177586.0
Medet Sadyrkulov,https://en.wikipedia.org/wiki/Medet_Sadyrkulov,Kyrgyzstan,1078135902.0
Dastan Sarygulov,https://en.wikipedia.org/wiki/Dastan_Sarygulov,Kyrgyzstan,1238331800.0
Zhusupbek Sharipov,https://en.wikipedia.org/wiki/Zhusupbek_Sharipov,Kyrgyzstan,1185969301.0
Sadyk Sher-Niyaz,https://en.wikipedia.org/wiki/Sadyk_Sher-Niyaz,Kyrgyzstan,1246169984.0
Maryam Tugambayeva,https://en.wikipedia.org/wiki/Maryam_Tugambayeva,Kyrgyzstan,1081667127.0
Kham Ouane Boupha,https://en.wikipedia.org/wiki/Kham_Ouane_Boupha,Laos,1213804936.0
Sisouk na Champassak,https://en.wikipedia.org/wiki/Sisouk_na_Champassak,Laos,1220770872.0
Faydang Lobliayao,https://en.wikipedia.org/wiki/Faydang_Lobliayao,Laos,1239732930.0
Salath Rasasack,https://en.wikipedia.org/wiki/Salath_Rasasack,Laos,1247069795.0
Khamphoui Sisavatdy,https://en.wikipedia.org/wiki/Khamphoui_Sisavatdy,Laos,1240657890.0
Baiba Braže,https://en.wikipedia.org/wiki/Baiba_Braže,Latvia,1247013022.0
Andris Morozovs,https://en.wikipedia.org/wiki/Andris_Morozovs,Latvia,1216161089.0
Ansis Pūpols,https://en.wikipedia.org/wiki/Ansis_Pūpols,Latvia,1234717471.0
Andris Sprūds,https://en.wikipedia.org/wiki/Andris_Sprūds,Latvia,1232107208.0
Kārlis Strēlis,https://en.wikipedia.org/wiki/Kārlis_Strēlis,Latvia,1215830999.0
Andris Šuvajevs,https://en.wikipedia.org/wiki/Andris_Šuvajevs,Latvia,1226298857.0
Aiva Vīksna,https://en.wikipedia.org/wiki/Aiva_Vīksna,Latvia,1250733174.0
Massoud Achkar,https://en.wikipedia.org/wiki/Massoud_Achkar,Lebanon,1178454897.0
Shakib Arslan,https://en.wikipedia.org/wiki/Shakib_Arslan,Lebanon,1250176770.0
Hanna Atik,https://en.wikipedia.org/wiki/Hanna_Atik,Lebanon,1234053602.0
Emile Bustani,https://en.wikipedia.org/wiki/Emile_Bustani,Lebanon,1243345393.0
Mikhael Daher,https://en.wikipedia.org/wiki/Mikhael_Daher,Lebanon,1176998437.0
Faisal Daoud,https://en.wikipedia.org/wiki/Faisal_Daoud,Lebanon,1206210906.0
Sarkis Dkhrouni,https://en.wikipedia.org/wiki/Sarkis_Dkhrouni,Lebanon,1177977114.0
Michel Elefteriades,https://en.wikipedia.org/wiki/Michel_Elefteriades,Lebanon,1240220123.0
Elias Hankash,https://en.wikipedia.org/wiki/Elias_Hankash,Lebanon,1249301125.0
Inaya Ezzeddine,https://en.wikipedia.org/wiki/Inaya_Ezzeddine,Lebanon,1146424286.0
Fakhr Fakhr,https://en.wikipedia.org/wiki/Fakhr_Fakhr,Lebanon,1145193194.0
Tony Frangieh Jr.,https://en.wikipedia.org/wiki/Tony_Frangieh_Jr.,Lebanon,1249040830.0
Nabil de Freige,https://en.wikipedia.org/wiki/Nabil_de_Freige,Lebanon,1144582226.0
Nicolas Ghosn,https://en.wikipedia.org/wiki/Nicolas_Ghosn,Lebanon,1239828763.0
Mohammad Al Hajj Hassan,https://en.wikipedia.org/wiki/Mohammad_Al_Hajj_Hassan,Lebanon,1248448932.0
Wassef El Harakeh,https://en.wikipedia.org/wiki/Wassef_El_Harakeh,Lebanon,1218132887.0
Ziad Hawat,https://en.wikipedia.org/wiki/Ziad_Hawat,Lebanon,1236388246.0
Saadallah Howayek,https://en.wikipedia.org/wiki/Saadallah_Howayek,Lebanon,1178977346.0
